SalePrice,id
117376.2105536226,1461
143792.53235507867,1462
177704.46771270363,1463
196708.07762932352,1464
189498.96998262437,1465
170818.36749806072,1466
190337.00679618708,1467
162999.63386829235,1468
195367.94857975928,1469
115926.9024029913,1470
194551.2389281931,1471
104197.05627439341,1472
97907.27242021941,1473
148315.51842948687,1474
119114.68681556586,1475
348524.8331201122,1476
243987.00672862094,1477
276522.40748815157,1478
265249.5028852231,1479
555954.4305778923,1480
326197.8872135263,1481
199445.58982186508,1482
173196.28867447245,1483
160056.20417267192,1484
180874.5292171146,1485
196797.26676857,1486
329736.8190253756,1487
239524.4048607456,1488
192296.80581525873,1489
226090.45745369638,1490
185835.67722682148,1491
87929.2684577738,1492
185144.22922230515,1493
289571.39500879234,1494
290176.35637889785,1495
222570.29908097917,1496
184899.61651261433,1497
160876.01636933378,1498
162600.04495068567,1499
150045.21463875298,1500
178189.1928899839,1501
153088.1113124092,1502
277289.05788778444,1503
239246.39671512603,1504
226261.35080937023,1505
191172.60131006755,1506
260075.4619730552,1507
199298.80390867722,1508
161185.91929839744,1509
140575.56468889044,1510
145425.56844524,1511
178238.94518632037,1512
151799.60490618652,1513
149794.8958464707,1514
212774.30350110662,1515
156623.5200820135,1516
169077.5677967851,1517
131295.13029114337,1518
222888.91646110985,1519
121262.23206441359,1520
125378.00284063071,1521
188815.1368682685,1522
105068.54457599201,1523
118263.76397386083,1524
121676.19502828117,1525
104815.57333002574,1526
108913.99502700158,1527
143023.4208003052,1528
142274.92097458988,1529
188523.2858182737,1530
99129.8673992798,1531
97693.38944829172,1532
145837.21845170314,1533
122416.79565029073,1534
142816.6811002059,1535
106400.39476384637,1536
62612.33642006415,1537
145510.48468009653,1538
195380.43241808724,1539
92058.84200674992,1540
131172.18136797278,1541
137068.27046098048,1542
179471.11247433364,1543
86223.30493818661,1544
114416.89487766645,1545
136134.3588556127,1546
120645.3590698201,1547
135942.8705570812,1548
120491.58284045238,1549
128083.99753890066,1550
109745.97999521143,1551
125629.29906306547,1552
132810.04092187862,1553
117804.35967962892,1554
156489.52037459792,1555
84351.31272702178,1556
99003.23118415529,1557
100771.66581875528,1558
65300.86274871071,1559
129058.90729453134,1560
117843.06189500634,1561
124360.92445287229,1562
118041.48443779972,1563
161144.6217134674,1564
144142.23171734024,1565
247476.10960677505,1566
78541.17752072461,1567
220048.29894125258,1568
120508.76247980272,1569
137061.2862328185,1570
114778.57203576743,1571
144164.18896749738,1572
237533.6524554619,1573
127944.51962684808,1574
236964.4941999389,1575
255251.31730279393,1576
178384.83931553244,1577
140664.31505607968,1578
141294.31099187085,1579
194298.151917528,1580
149621.37292372625,1581
123154.69644239862,1582
325683.4616024204,1583
221639.28531091678,1584
132222.31426326474,1585
69478.15737528203,1586
100553.02381507463,1587
150815.34272901426,1588
99736.84560068378,1589
139468.52730261884,1590
91780.92028456887,1591
116795.555411203,1592
123670.22827422264,1593
126001.89678006817,1594
99407.13432821327,1595
218823.08471307336,1596
180076.5952394061,1597
213776.62304567316,1598
169243.9387588838,1599
160852.14163940842,1600
67040.6019173922,1601
112940.51554417532,1602
76016.41029641176,1603
267143.80074432277,1604
250938.39480577517,1605
174911.2235381876,1606
194532.37837828908,1607
208226.63971324792,1608
181710.58041798807,1609
147850.53226707186,1610
130272.72733428827,1611
167760.40743217064,1612
170758.77522767143,1613
123647.76738456787,1614
96798.25568737106,1615
82422.07755786552,1616
98095.409838423,1617
123008.86977488629,1618
137650.45453738706,1619
174378.3355101795,1620
138417.08868952407,1621
137549.57068850516,1622
285942.64156924526,1623
216762.67751637043,1624
118546.36482335234,1625
175896.30030409602,1626
192721.72699645508,1627
283429.89629157487,1628
175132.46054010245,1629
368769.4492080217,1630
217031.4454105067,1631
233657.40336626663,1632
169006.0263879388,1633
182886.91758887656,1634
169704.94287603794,1635
147645.27845658187,1636
201386.84551380455,1637
181885.55977674658,1638
187016.74302409895,1639
263060.1670181538,1640
181015.30408592577,1641
224994.05152682206,1642
210728.97624832514,1643
227193.73899562095,1644
216563.91124919447,1645
156689.95983818138,1646
161921.60656784568,1647
128328.4628287869,1648
133652.21604930615,1649
112419.4415725149,1650
122149.59759265425,1651
104070.36103869602,1652
107388.3167325337,1653
144805.43694810144,1654
141106.2845284317,1655
140604.5152537612,1656
145960.9556826788,1657
144156.48057556443,1658
126472.64764987314,1659
152877.6694765842,1660
482461.04300081014,1661
416453.79314422107,1662
379825.4159475773,1663
592085.6608852401,1664
301069.0392695001,1665
336438.60495273565,1666
366588.9151972441,1667
327809.8613845874,1668
286719.7159604672,1669
343417.9875154132,1670
260437.38850043176,1671
460462.71568810876,1672
289094.30317362235,1673
248302.619365556,1674
184953.55971227397,1675
184230.34953925287,1676
210424.63551823673,1677
520282.3871602232,1678
383906.57752687094,1679
318102.17560443794,1680
232150.45157906273,1681
303238.7578804169,1682
180814.3396534827,1683
170928.84325927086,1684
167408.6920466138,1685
167644.72077200565,1686
170985.42086547837,1687
188848.7613060911,1688
193969.28322541417,1689
194563.54209238512,1690
181621.63168898236,1691
258669.68894648043,1692
160486.50104153855,1693
176644.51206330248,1694
166233.17949407568,1695
267222.03582559025,1696
174899.86738760603,1697
361717.1261099698,1698
334840.8134295275,1699
250230.51092442241,1700
271025.96062692656,1701
246718.5182972447,1702
241776.19538052447,1703
287727.90922556754,1704
225616.63186971005,1705
467190.50643929484,1706
203980.31178780025,1707
196304.1508500682,1708
273083.6297563743,1709
219451.88716827706,1710
256962.53565386668,1711
251513.9471740087,1712
268215.7379619341,1713
220424.9224508358,1714
198510.0533956064,1715
187432.7169770299,1716
173603.17317604527,1717
136981.1548354477,1718
206862.4128083325,1719
247979.15850969404,1720
165925.45851816222,1721
121317.68672156782,1722
152844.0332251516,1723
209112.1840427913,1724
224846.34338089245,1725
188711.50370551183,1726
154330.31699781795,1727
177342.72866003012,1728
162371.55394525605,1729
170523.14649678025,1730
118953.88274839032,1731
131283.6566252026,1732
112004.50540669836,1733
118415.34699618378,1734
124554.49080064333,1735
103828.22182615814,1736
346966.84401259344,1737
240942.53557657456,1738
271741.8664139904,1739
218879.81815195715,1740
187370.7929425679,1741
169377.4796348369,1742
173579.97696321478,1743
334697.7967072379,1744
212832.8437545502,1745
211160.48475257354,1746
223310.68932772698,1747
233427.6375442523,1748
138449.29560027923,1749
123689.7095743146,1750
261851.52448596788,1751
114523.58953838293,1752
149313.50297502548,1753
199885.24021338808,1754
163330.0427250159,1755
125212.40987283445,1756
118197.8187266811,1757
139091.98619616072,1758
156991.12709470137,1759
158209.5040402378,1760
152678.06464519052,1761
176292.34771819066,1762
169514.85138573332,1763
109249.1285602955,1764
185034.36275572007,1765
197689.90258057433,1766
254603.18513356688,1767
132436.95809352357,1768
179136.34013736589,1769
150358.15254767187,1770
116537.41649729284,1771
128781.71150815689,1772
126173.0318859061,1773
151771.18569065034,1774
133444.91510270373,1775
123894.49909638843,1776
106183.54244535742,1777
134621.12990532242,1778
112413.68482239025,1779
177908.01591127017,1780
119060.39746951358,1781
88254.936301711,1782
138590.1152721523,1783
102580.16798740336,1784
115848.30392823466,1785
131964.46280280445,1786
168955.9601141438,1787
63439.94977379435,1788
99156.91156049728,1789
74203.61377579492,1790
204905.77707828072,1791
164662.22473427476,1792
129703.10968283919,1793
154269.6691532507,1794
131533.75654006217,1795
125127.71107724926,1796
121235.05153143915,1797
115509.58985750565,1798
108854.1002810755,1799
116889.54705384256,1800
125117.6628978295,1801
137985.5075608704,1802
149598.17176008553,1803
134775.72036914362,1804
135165.14978571862,1805
130072.72061979688,1806
125737.00023113556,1807
115959.07289157891,1808
115575.46548397499,1809
131046.87088611771,1810
87924.5747429,1811
92785.38045147632,1812
117012.78116021267,1813
89873.76104400955,1814
58456.5781772125,1815
97260.61790194684,1816
96710.62019009917,1817
136220.0731151481,1818
124114.63199847536,1819
59629.665424539315,1820
115913.38003310643,1821
142476.53658780103,1822
45799.877083912324,1823
130085.42566113676,1824
136680.81940188014,1825
98111.26927829508,1826
99633.18097386768,1827
132628.71306613396,1828
128164.29696923218,1829
141126.94096230352,1830
145616.271392794,1831
77854.52861255076,1832
138535.14091946778,1833
114395.05315414374,1834
117443.21281135967,1835
129936.33908240237,1836
81263.43787752734,1837
121124.11171929643,1838
104732.4779506135,1839
142740.3383564155,1840
135764.97024398614,1841
91296.79737988695,1842
126737.65854483623,1843
134079.4315172652,1844
135635.58689441133,1845
142434.20763656183,1846
156765.72679450086,1847
53183.00858860007,1848
109977.74497283167,1849
115432.8259571631,1850
150748.6808852416,1851
122850.0870960355,1852
121619.8690965736,1853
164530.26331114024,1854
139477.08642662165,1855
224997.54392522902,1856
132349.79581661473,1857
147542.02628912922,1858
124173.93912909803,1859
141071.34423493253,1860
123299.98885173968,1861
351533.673660407,1862
335590.1099605568,1863
335611.03418800543,1864
337392.27649095334,1865
329333.01939871244,1866
241655.88001815663,1867
309430.7635827694,1868
207871.95087841072,1869
231806.06690490097,1870
245675.81549584083,1871
168082.17997085844,1872
229739.80743061277,1873
150907.7624463439,1874
203010.28990079684,1875
195916.59424114012,1876
209438.94421909685,1877
205331.9801127193,1878
119432.80988179505,1879
131590.27269923376,1880
267394.433999339,1881
250621.52923253545,1882
190792.32939880434,1883
208584.16105947908,1884
235539.15803956578,1885
286027.8955894198,1886
207385.71043507993,1887
285068.45507147606,1888
168524.17355825228,1889
116991.7105016359,1890
136330.32624942518,1891
96831.27321936426,1892
125614.8984830844,1893
118438.34699282699,1894
127291.24907004942,1895
125056.93212891657,1896
107480.23426447861,1897
114813.47775152566,1898
156678.56894164238,1899
155272.56184974624,1900
156642.26756839894,1901
151767.05986369107,1902
220552.59425118667,1903
135797.95601254236,1904
204507.28194207355,1905
152492.84739336767,1906
231435.93818529334,1907
118548.4966869933,1908
134043.9553126453,1909
125534.40516167931,1910
224139.3189937696,1911
361477.59710687614,1912
136081.26157293047,1913
66065.3849931709,1914
291636.8553892644,1915
61593.92404453525,1916
257113.44722659278,1917
142584.08342755964,1918
191235.92825431324,1919
165247.3053186723,1920
386488.14553248754,1921
305773.1689210758,1922
245339.8720277542,1923
227670.23563223772,1924
198146.99995487565,1925
385261.6880785664,1926
126314.88885118172,1927
153752.74999788578,1928
126133.81787236039,1929
132492.354128694,1930
143780.21221375084,1931
136234.24167318293,1932
179746.87714402258,1933
184136.2620468821,1934
163658.58263274533,1935
189967.8114423319,1936
178794.2426387669,1937
159846.24713251562,1938
217375.48558101262,1939
185232.1008535784,1940
172466.47831214298,1941
174985.11261071495,1942
201367.1681511163,1943
329651.0640061223,1944
349317.08795842895,1945
131745.5009908315,1946
283509.1974800205,1947
166414.0880298065,1948
232517.73887001703,1949
187390.59501840174,1950
251561.71765215334,1951
214314.9679295356,1952
162028.48858588008,1953
186762.3833166801,1954
131078.1321808179,1955
361480.25581124896,1956
156424.06344436857,1957
317976.28800357936,1958
142582.84162328026,1959
105783.76791721386,1960
118875.15466411908,1961
103089.56785037462,1962
114865.32003629867,1963
107222.89608675004,1964
146595.53997075913,1965
144404.299242267,1966
286355.1457932691,1967
444292.6808372783,1968
372248.7296834873,1969
431748.6716410486,1970
496048.02120829176,1971
375220.5981532171,1972
250540.30634544324,1973
319711.3684288654,1974
598549.7718032269,1975
265286.7882294805,1976
368124.3798691072,1977
353298.6775655349,1978
319992.83792714373,1979
196856.4552440722,1980
354191.47615905077,1981
212533.04689831194,1982
197184.0968925462,1983
169593.02583460824,1984
224679.53243974858,1985
207764.19020839274,1986
183794.64452820487,1987
171386.10216172462,1988
195839.03296215818,1989
205957.57979493658,1990
222785.92917816385,1991
215774.50899764884,1992
170664.96637212686,1993
232636.23160291245,1994
189007.31499793724,1995
255311.3650451599,1996
300978.84840486513,1997
338303.2969736374,1998
255199.95416186264,1999
319303.2643539452,2000
266844.1437814961,2001
226290.19743594187,2002
261623.4172108369,2003
285273.4081858365,2004
218080.8868087276,2005
216801.3366364776,2006
245802.36908538008,2007
203189.0437824127,2008
189548.02392814631,2009
186185.27853263565,2010
134312.43243154482,2011
171706.84697185797,2012
168282.92438483206,2013
176108.50174459934,2014
191402.49236178515,2015
187533.46960589816,2016
192843.40942917386,2017
115223.4051281167,2018
130916.6915177521,2019
104460.32244963558,2020
98155.05162392756,2021
184219.32739569515,2022
141233.59288429865,2023
289920.6959153326,2024
376526.5080575517,2025
171163.61671019887,2026
156368.2769494697,2027
153451.0972536454,2028
163807.1633288344,2029
261506.2690263134,2030
223148.29705641037,2031
236242.91617182348,2032
244918.4733471154,2033
164373.0892738448,2034
215153.39572371263,2035
198610.75235262385,2036
203985.7969317689,2037
328079.5228475423,2038
208545.91482405565,2039
325461.84930861177,2040
306163.03396804567,2041
201590.68091004348,2042
179959.38828992133,2043
182255.6839030198,2044
219075.14857560417,2045
142134.37516889223,2046
141641.56696311932,2047
140838.21879102147,2048
145936.86514096087,2049
170298.96788401678,2050
103866.00363255019,2051
118298.14676619323,2052
140215.0145315621,2053
93292.08405054407,2054
148961.27464973385,2055
143311.42578063958,2056
106963.03793989832,2057
212418.49619184146,2058
125549.444864453,2059
175590.72232253075,2060
177770.22315051328,2061
124279.8871519726,2062
108553.9299614071,2063
133754.00709692296,2064
113436.50856892853,2065
173795.52202337838,2066
121524.90725403307,2067
148595.3945046159,2068
90667.83866216143,2069
111646.08332516809,2070
99231.00963518562,2071
146834.39998680443,2072
